1.92692	1.48728	0.90072	-2.10552	0.67842	-1.23454	-0.04307	-1.60467	-0.75214	1.64872	-0.39248	-1.40361	-0.72788	-0.55943	-0.76884	0.76245	1.64232	-0.15960	-0.49740	0.43959	-0.75813	1.07832	0.80080	1.68062	1.27912	1.29642	0.61047	1.33474	-0.23162	0.04176	-0.25158	0.85986	-1.38467	-0.87124	-0.22337	1.71736	0.31888	-0.42452	0.30572	-0.77459	-1.55757	0.99564	-0.87979	-0.60114	-1.27415	2.12279	-1.23465	-0.48791	-0.91382	-0.65814	0.07802	0.52581	-0.48799	1.19137	-0.81401	-0.73599	-1.40325	0.03600	-0.06348	0.67561	-0.09781	1.84459	-1.18454	1.38355
1.38848	0.83415	2.19611	0.49524	0.35236	-0.21185	-1.06577	1.28313	-0.15109	0.37234	0.07384	0.43607	0.58485	-0.61683	-2.17714	-0.72388	0.02842	-0.34486	-1.29904	-0.55009	0.54465	0.50122	1.10754	0.06852	0.71159	-0.46225	-1.02760	0.61569	-1.67309	-0.80600	1.31513	0.48108	-2.51544	0.46865	0.78378	0.04754	0.62063	0.59633	1.04502	-0.40279	-0.14966	0.72384	0.38461	0.19207	0.24177	1.18987	-0.00284	-0.28340	-1.42361	-0.08412	-0.57551	0.48652	0.73557	0.07227	-0.39979	0.53967	0.00443	0.22294	0.14752	0.77475	1.06994	0.34645	0.73143	0.38919
1.97153	1.06890	-1.38384	-1.21872	-0.20574	1.71778	0.71609	0.49341	1.12842	-0.09658	-1.89724	0.83330	-0.44583	0.96242	-0.73512	0.57400	-1.06219	1.02401	1.69598	1.38882	0.17678	-0.12538	-0.67176	0.02221	0.38373	0.89657	-0.53187	1.54180	-2.50794	-0.47683	-1.14041	0.74999	-1.83816	0.29714	-0.06170	-0.43010	0.34673	-0.79641	0.23512	-0.97483	-1.68494	1.39479	1.35698	-0.02800	-1.47791	0.66223	0.67243	1.96275	0.14535	0.22042	-0.86687	-0.27427	-1.01049	-1.50084	-1.05357	-0.58091	-0.60768	-1.42265	-2.00480	0.06398	1.08551	-0.64330	0.64436	0.78466
1.94808	-0.77025	1.09195	-0.57459	-1.37041	0.56689	0.62045	1.16028	0.54621	1.84291	-0.74747	-1.15392	0.01399	0.87524	1.17275	0.27938	-1.03769	-0.85140	-0.28746	-0.79268	-0.06604	0.65554	0.03533	-2.52025	-0.27986	0.89865	-1.95031	1.35887	0.18821	-0.65331	1.16933	1.52633	0.13212	1.83958	-0.05921	-1.28670	-0.41817	-0.07305	0.55501	2.26312	-0.31856	-0.78313	-1.87084	-1.28463	0.22076	-0.11109	-0.07471	0.22149	-0.68114	0.53895	-0.70872	0.29864	-1.06147	0.19905	-0.15162	1.32725	1.03353	-0.51547	0.65947	0.36181	0.70831	0.34776	0.36791	0.42015
-0.93643	0.35358	-1.70057	-1.34734	-1.26576	0.15072	-0.32146	1.03716	-1.54539	-0.07399	1.03477	0.34124	1.53014	0.50823	-1.77820	0.25995	-1.06527	0.42832	-2.75920	0.23784	0.17762	-1.05528	1.45220	0.34175	1.03163	2.18712	0.97046	1.18337	0.59530	1.37265	0.07306	0.12777	0.78635	-1.25786	-0.28555	-0.13920	-0.52773	0.08694	-0.93565	-0.34210	2.37823	0.07916	0.69253	0.98088	-0.28269	0.21333	1.68686	0.93326	0.12675	-1.04043	1.06247	-0.74912	0.70588	0.92951	-2.57337	-1.09948	0.48833	-2.39783	0.13135	-0.83769	-1.00252	0.21823	1.39655	-1.25425
0.62771	-0.52988	1.23045	-1.69205	0.26972	0.62549	0.18049	-0.15877	0.32013	0.57350	-2.01316	-1.11953	0.22661	0.03605	-0.76054	-0.12776	0.60317	0.36671	0.95949	-0.27778	0.29119	-0.43165	-0.26866	-0.20792	0.74097	1.40593	-0.30164	0.89491	0.81007	-0.87062	-0.39413	-0.49035	-0.61302	0.59480	-0.15079	-1.50814	-0.12746	-1.04495	-0.35333	2.27369	1.58826	1.84496	0.24646	-0.41916	-1.55537	-0.87153	-0.71698	1.69410	0.06353	0.45435	1.94254	1.50954	0.11278	0.92596	0.04063	0.50921	-0.41601	-0.93677	-1.52403	0.25804	-0.38064	0.60439	-0.67095	-0.11736
0.57978	-0.13027	-0.26107	0.24653	1.52019	-1.01142	-0.64873	-0.03973	-0.97283	-2.52958	-0.24773	0.91829	1.04137	-0.26085	-0.75104	0.89161	0.10774	-1.10906	-0.80747	-0.33001	1.03592	-0.22568	0.07670	0.03446	0.89787	-1.51716	1.05189	1.19461	-0.08206	-0.21874	-0.24434	0.80879	0.64123	-1.38830	-0.45802	0.68148	-0.52640	-0.55502	-0.10518	-1.71903	-0.37557	-0.78950	0.24986	0.20958	0.96689	-0.63102	-0.41193	0.74663	-0.56092	1.03326	-0.39990	1.46962	0.90992	-0.13214	0.60310	1.08816	0.77026	-1.38276	0.10535	-1.12152	-0.16848	1.25473	0.80692	-0.81917
-1.08402	0.73288	-0.78947	-0.32531	-0.73397	-0.64987	-0.41578	0.52417	1.61606	-0.46012	-0.84287	-0.23560	-0.19356	-1.23474	-1.48474	0.79271	0.74121	-0.41719	0.36785	-0.32877	-0.18250	1.53814	-1.00341	-1.72499	-0.86080	0.01425	0.14046	-0.95512	2.62173	1.70450	2.26759	-1.33857	1.83766	1.12956	-0.73032	-0.97074	-0.25784	-0.86885	-1.39470	-0.62823	-0.84738	0.13248	-0.26167	-1.46552	-0.12332	-0.28585	-0.01580	-0.34421	1.54002	0.07417	0.37411	-0.16395	-1.05156	-0.28681	-0.96471	1.74680	-1.31608	-2.24910	0.40004	0.57944	0.89593	0.08351	-0.55927	0.83545
-1.28829	0.26780	-0.54555	0.03629	1.41230	0.32021	-0.65147	-1.05568	0.52693	-0.62050	0.06426	-0.50388	-1.87967	-0.00369	-1.97942	-0.73033	1.22782	-1.20547	0.87787	0.55078	0.23645	-2.53699	-1.36918	-1.07586	0.30607	-0.27170	1.11344	-0.50648	0.96052	0.53439	1.28860	-0.69042	-1.66501	-0.03719	-1.47816	0.99650	-0.54527	-0.87023	-0.09001	1.79355	1.88096	-1.19564	1.20873	1.66759	-1.97176	-0.52294	-1.11956	-0.12594	1.99255	2.76066	0.28548	0.29575	0.09955	-0.11865	0.40923	-0.52051	0.35841	0.75329	1.06533	-0.06149	0.61623	-0.71826	-0.24593	0.70945
-0.26412	-0.69141	0.57278	-1.40586	-2.28952	0.31970	-0.04653	1.66116	-0.48148	-1.73250	0.09685	-0.57872	-0.77819	-0.80084	-1.60055	-1.46544	-0.57341	0.52648	1.24429	-0.73519	-1.51412	0.92990	1.34191	-1.68374	0.83643	-1.71175	-0.35962	0.02871	0.26542	-0.27743	2.15593	0.22811	-1.49972	2.81706	-1.47525	0.03053	-0.00359	-2.75475	1.73930	0.92598	-1.58166	2.00481	2.10200	-0.63992	0.98725	-0.00510	0.02768	0.67958	0.21933	1.24637	-1.18070	-0.87361	-0.37761	0.71348	1.11505	-0.95677	-1.70937	0.16881	0.26984	1.08311	0.52888	0.86269	-0.15133	1.06703
-1.38193	-0.10589	1.85352	0.41516	0.19143	-0.84606	-1.24652	0.84497	0.46357	0.20781	-1.26762	1.88652	-0.00954	-0.07192	-0.80352	-0.55966	-0.32106	-0.74929	-0.27700	-2.07737	0.17028	1.00081	-0.20683	-0.21539	-1.01538	-0.01599	-0.94163	0.05092	-0.44218	0.90761	-0.00154	-1.61951	2.07939	-1.59214	0.20890	-1.08428	-0.59689	1.02537	0.21006	-0.64568	-2.67674	-0.77288	0.44756	-1.63001	0.75386	-0.26456	0.21811	0.95001	0.08860	0.64303	0.34828	2.79216	0.50352	-0.40421	-0.17322	1.59617	-0.01761	-0.50081	1.51651	-0.64850	-1.32867	3.10299	1.40090	0.77031
-0.08588	0.13583	1.25693	1.71949	0.25712	0.95576	-0.75521	-0.62276	-1.39964	0.28963	0.04560	-0.28015	-0.01875	0.77542	1.28568	1.65011	1.40762	-0.21949	0.48149	2.51868	1.21966	-0.15512	-0.20731	0.75645	-0.17004	2.10789	-0.91951	0.67860	0.63334	-1.14636	-1.76592	0.07511	-0.03102	-0.42601	1.38469	1.73729	-0.02521	1.17636	-1.12747	-1.89637	0.98411	0.26722	-1.72179	2.35757	1.35576	-0.73414	-0.73586	-1.92660	-0.41285	-1.34898	-1.30965	0.62197	1.54916	-0.12779	-0.78062	3.11942	1.26642	0.40113	2.27412	0.88577	-0.28004	-1.18675	-0.16307	0.17421
-0.27270	-3.59137	-1.88753	-0.73424	-0.02981	-0.92251	-1.16474	0.21017	0.52313	-0.40160	0.25933	1.30024	0.24800	1.39351	-0.31496	-0.36481	0.73642	-0.42583	0.20439	2.00193	0.81712	-3.15212	-0.19597	2.55050	-1.12911	0.62744	-0.96826	0.81483	1.17544	1.91380	0.24461	0.31829	0.49975	-0.02958	0.63129	-0.72428	-1.10287	0.31633	-0.30609	-2.01597	0.41477	1.04576	-0.23992	-0.35974	-1.33076	-0.06477	-0.47624	1.65369	-1.75078	-2.79040	0.84475	0.93734	0.59452	-1.75333	-0.40521	-0.32689	2.07870	-0.95465	-0.29525	2.39019	-2.20369	2.81437	-0.22635	-0.52464
0.53648	1.29245	0.84375	0.77800	-1.05231	0.30191	-0.71142	-1.27788	-0.21352	-0.62945	-0.39574	-0.30304	-0.13057	0.27877	-1.13091	-0.30127	0.00781	-0.27446	2.16073	0.05045	-0.97427	1.78696	1.44514	-0.86937	-0.91372	-3.03627	-0.93117	-0.68068	-0.70059	0.55405	0.26343	1.09625	-0.05357	-1.51237	-2.39914	-1.50322	0.95165	-0.97543	1.08892	-1.47914	-1.51332	-0.09554	1.93475	0.55090	-0.41047	-0.60675	-1.87757	0.77179	2.19554	-0.39607	-1.96628	-1.84671	-2.26330	-1.71813	2.09254	-1.04341	-0.06777	-0.11997	-0.67246	0.78839	1.56706	-1.14563	-2.06770	-0.06247
-1.30059	-0.85623	0.54174	-0.13781	-1.85383	-0.32171	1.44437	1.68114	-0.47452	-0.36267	0.88226	0.44648	1.01946	2.27523	2.02710	0.14429	2.56864	-1.55255	0.36630	-0.20496	1.70583	-1.55750	-1.15984	0.95712	0.76184	-0.64807	3.13852	0.35411	0.32536	1.73854	0.44413	-0.54256	-0.35700	-0.86906	-1.63611	0.25708	-0.05498	0.09121	-0.71769	-1.17303	1.69506	-1.44437	-1.88006	1.32568	-0.25107	0.95698	1.73077	1.20855	-0.42005	-0.66556	0.64510	0.95757	0.84790	-1.30735	-0.04079	-0.37813	0.49994	-1.97917	0.08060	0.52927	-0.19289	2.10003	0.07389	-0.88361
-0.65145	-0.88480	-0.30208	-0.12869	-0.46929	-0.99295	1.16511	-0.74708	-0.23412	0.95363	-0.22971	-0.72731	-0.54674	2.38126	-0.49980	0.63522	1.07822	-1.84059	1.04940	-2.68885	-0.17594	-0.93626	-1.81319	-0.15475	-0.07465	0.87798	2.01243	-1.77184	-1.24717	0.69989	0.29210	-2.14774	-0.26623	-0.23582	0.30919	-0.33020	-0.08347	0.00675	-0.71477	-0.29447	-0.75731	0.27115	1.96291	-0.31949	0.89128	1.32042	1.23301	0.39524	0.30402	-0.74648	0.47200	0.22954	0.82854	-0.66178	0.98207	0.83647	0.88997	-1.00124	-1.18557	-0.29461	-0.03496	1.30535	0.69209	1.38096
-1.30304	0.91407	-1.61880	0.73671	-0.00051	0.00791	-1.70239	-0.71487	1.21389	0.45666	0.04886	-0.04796	-1.26068	0.72253	-0.02363	0.33579	-0.27878	-0.16886	1.13306	-1.14629	0.34808	-0.14413	1.25317	-1.46143	-0.34043	2.16195	-0.05579	0.65001	0.84492	0.83090	-0.10551	0.04491	0.64861	0.05378	0.40692	0.19292	0.25004	1.38934	1.41243	0.99611	0.90212	-0.86851	0.83777	-0.32730	-0.42566	-1.13159	-1.69200	-2.47600	0.04721	-0.86500	0.42756	1.55819	-0.83912	0.45730	0.29580	0.28745	1.25437	1.35190	0.85465	0.53621	-0.24035	-0.97810	-0.06343	-0.98915
